Start	Chr	End	IC_4_6_K4me3_1	IC_4_6_K4me3_2	IC_6_8_K4me3_1	IC_6_8_K4me3_2	IC_8_10_K4me3_1	IC_8_10_K4me3_2	VC_4_6_K4me3_1	VC_4_6_K4me3_2	VC_68_K4me3_1_1	VC_68_K4me3_2_1	VC_810_K4me3_1_1	VC_810_K4me3_2_1	IC_4_6_K27ac_1	IC_4_6_K27ac_3	IC_6_8_K27ac_1	IC_6_8_K27ac_3	IC_8_10_K27ac_1	IC_8_10_K27ac_2	VC_4_6_K27ac_1	VC_4_6_K27ac_2	VC_68_K27ac_1_1	VC_68_K27ac_2_1	VC_810_K27ac_1_1	VC_810_K27ac_2_1	IC_4_6_K79me3_1	IC_4_6_K79me3_2	IC_6_8_K79me3_1	IC_6_8_K79me3_2	IC_8_10_K79me3_1	IC_8_10_K79me3_2	VC_4_6_K79me3_1	VC_4_6_K79me3_2	VC_68_K79me3_1_1	VC_68_K79me3_2_1	VC_810_K79me3_1_1	VC_810_K79me3_2_1	IC_4_6_K4mono_1	IC_4_6_K4mono_2	IC_6_8_K4mono_1	IC_6_8_K4mono_2	IC_8_10_K4mono_1	IC_8_10_K4mono_2	VC_4_6_K4mono_1	VC_4_6_K4mono_2	VC_68_K4mono_1_1	VC_68_K4mono_2_1	VC_810_K4mono_1_1	VC_810_K4mono_2_1	IC_4_6_K27me3_1	IC_4_6_K27me3_2	IC_6_8_K27me3_2	IC_6_8_K27me3_3	IC_8_10_K27me3_1	IC_8_10_K27me3_2	VC_4_6_K27me3_1	VC_4_6_K27me3_2	VC_68_K27me3_1_1	VC_68_K27me3_2_1	VC_810_K27me3_1_1	VC_810_K27me3_2_1	K27ac_46_TAD	K27ac_68_TAD	K27ac_810_TAD	K27me3_46_TAD	K27me3_68_TAD	K27me3_810_TAD	K27ac_vector	K27me3_vector	Euklidian_dist
3277497	3L	3303125	1243	2280	2714	3160	2082	1080	1692	1535	1767	1638	3849	3535	8426	6574	7747	4365	7266	8025	11193	5096	17358	14248	15865	10875	1780	13698	2576	2649	3452	2297	4561	2388	3012	3181	4617	1207	5469	9551	5252	4656	5766	6017	8710	4107	17731	12276	19131	18691	6542	3533	2700	6367	4262	3569	6769	3135	5060	5233	4816	3437	0.161245309778452	0.161813262617102	-0.0538580321258522	0.0478793574532162	0.0896526499493	-0.138037445124807	0.269200540269701	-0.000505437722290447	0.269201014761814
3290559	X	3339991	1856	2703	3578	3974	2213	1167	1576	1711	1920	2022	4651	4419	7664	4344	5492	4335	5798	6481	8397	3869	12822	8924	12451	9757	2565	19110	3861	3653	5109	3225	5090	3082	4344	4660	6363	1783	6489	12306	6629	5913	6602	7141	8177	5116	18624	12219	21530	22262	7779	4177	3571	7034	5669	3975	8011	3456	6636	6266	6685	4688	0.0908331963796218	0.111975573483415	0.00744715213076801	-0.015340128433057	0.137125668743841	0.166912426374582	0.210255921993805	0.288697966685367	0.357147124728354
3290898	2L	3303099	2326	2043	2197	2749	2768	3460	4077	4682	4466	4283	5465	5023	7872	7721	9018	2687	6548	7062	11199	4444	14606	13138	12166	9586	3459	9732	5156	3637	3961	4254	6267	3011	4783	4330	3732	1201	5712	9465	6827	5770	6543	5806	7631	3902	14981	11150	14046	14513	2303	1355	948	2507	1880	1280	2484	923	1843	1614	1908	1286	-0.00443654503728922	-0.241634264018563	-0.171225690707057	-0.0623806033504848	-0.0680807694260855	-0.0364527934425288	-0.417296499762909	-0.166914166219099	0.449440438321912
3303099	2L	3319914	2831	2773	2490	3086	2671	2051	3942	5347	3909	3566	4247	3795	7934	6631	7733	2595	7104	6681	10021	4092	14394	12157	12635	9869	1907	9292	2447	2039	2639	1322	3296	1693	2050	2267	2833	843	4990	7910	4683	4162	4781	4391	6128	3057	12335	8135	12758	12740	2991	1756	1297	3306	3079	1613	3717	1383	2624	2620	2558	1723	-0.0389999330502151	-0.0858356466689618	-0.1444252313766	0.143376137063846	0.114009943250357	0.052545112532109	-0.269260811095777	0.309931192846313	0.410559044098524
3303125	3L	3319677	6824	7061	4660	5923	9300	10987	14660	18174	14163	15030	16070	13761	10747	10675	11732	4577	7935	8764	14095	5441	17160	17334	15022	12546	5667	15401	7575	5093	5195	5385	10769	5210	7651	6557	5724	1713	9204	13805	10249	8290	9181	7999	12770	5638	22791	17395	20048	19835	2968	1230	940	2911	2673	1380	3255	917	2303	2003	2217	1290	-0.150794592579781	-0.30226098989861	-0.118470202197876	-0.220170234853068	0.132295035102232	-0.0289023318013693	-0.571525784676267	-0.116777531552206	0.583334136173471
3319677	3L	3325980	8805	8341	5709	6854	13478	13666	20390	24346	18721	19510	18455	16311	4563	4227	4022	1463	3643	3407	6139	2260	8331	7938	7341	6160	13099	18558	11711	8726	8124	9050	19666	8772	12234	10047	6651	2069	6928	9466	6886	4427	5837	4211	8376	2831	12347	9577	11410	11756	1205	666	392	1023	1161	574	1246	465	972	710	859	481	-0.0934874426352605	0.155540236759618	0.0924651629832431	-0.121101214052183	0.17054657819897	-0.154952703290698	0.1545179571076	-0.105507339143911	0.18710317389594
3319914	2L	3357062	1940	3196	3812	4301	3708	1810	2468	2423	2661	2746	5751	5442	11550	7650	8445	5312	8993	11181	13725	6255	21940	16248	22748	16881	3131	20785	4469	4582	5238	5188	7612	3762	4872	5257	6946	2114	7528	14257	7341	6064	8193	8630	9601	5513	20081	12834	25173	26142	7295	4226	3144	7727	7228	3810	8132	3206	5960	6396	5914	4031	0.107646725858738	0.306051437077683	0.123862257712951	0.0298587638746879	0.103792608842055	0.0304201156728501	0.537560420649372	0.164071488389593	0.56204151016727
3325980	3L	3335183	2496	2655	2207	2589	3792	4289	5350	6634	6333	6496	6901	6072	5806	5219	5731	1537	4112	5314	7984	3102	12232	9813	10750	7770	1024	5763	1705	1221	1468	1228	2106	1119	1654	1702	1914	516	3853	6803	3943	2689	3639	3672	5036	2300	9429	6212	10627	10417	1589	858	706	1880	1510	839	1766	575	1434	1360	1232	776	-0.00325347002575831	0.0760028458555166	0.122525629672554	-0.105789257510749	0.0465803611562084	-0.105000626057778	0.195275005502313	-0.164209522412319	0.255141323632238
3336874	3L	3350245	1530	1874	2188	2426	2901	4512	3397	3532	3871	3737	6446	6316	7009	6495	8070	2430	6652	6688	9991	3994	12938	11557	11649	9582	4469	16303	5987	5556	7287	11959	7935	4143	6449	5778	8482	2278	5493	9671	6320	6039	6386	6890	7948	4298	16409	11746	16159	16293	3734	1789	1460	2965	2594	1823	3269	1196	2594	2461	2684	1843	0.0461721772105962	-0.261368323530007	-0.174794448846132	-0.373813937196794	0.0554175806330011	-0.0408878089991828	-0.389990595165543	-0.359284165562976	0.530261988022768
3340997	X	3372991	995	1854	2207	1999	1392	896	1086	1362	1462	1538	3340	3093	11565	9659	13424	4319	9102	10112	19417	7520	22399	20639	15782	13101	2083	13705	2723	2838	3420	3234	5014	3364	3976	4913	4530	1533	11164	17383	13362	14080	13607	14331	18008	10378	40014	30232	31328	30392	7911	3700	3991	6602	5134	4801	7919	5130	6622	5746	6727	5023	0.33469412545144	-0.181140851958213	-0.254078748711553	0.294322973359173	0.0255672404647957	-0.0492552093015194	-0.100525475218326	0.270635004522449	0.288701709106019
3350245	3L	3368646	982	1686	1873	2568	1836	636	971	1153	1252	1202	2596	2519	8967	7423	7551	3096	7081	7967	11361	4993	19968	14349	16842	10781	2586	12607	3840	3425	4212	4141	5119	2579	3149	3538	4378	1280	6343	10818	5562	4044	5805	5635	6935	3301	14099	9431	17573	17969	3671	1798	1900	4290	3461	1671	3920	1336	2865	2745	2525	1702	0.0257243799063145	0.312064903690047	0.010165372636971	-0.135304303373357	-0.249491054491751	-0.0166513038403343	0.347954656233333	-0.401446661705442	0.531254990554348
3357446	2L	3372924	1618	1744	1940	2178	3411	2490	2871	3174	2917	2897	4909	4255	5387	4265	4962	3203	4273	5476	7011	3017	10946	8249	10887	8105	1984	9932	3203	2732	2522	2613	4028	2352	3062	3199	3628	1129	4556	7649	4380	3970	4615	4050	5556	2703	10451	7156	12145	12538	2331	1223	1105	2634	2918	1161	2687	737	2230	2079	1938	1223	0.0794174255887817	0.0816130557075776	0.112801643769062	-0.163973620825384	0.11066116518919	0.0810570100574585	0.273832125065421	0.0277445544212646	0.275234069507899
3368646	3L	3373965	5858	5292	3985	4646	7708	7742	12231	15195	12217	11562	11580	9465	3631	3243	3327	1579	2366	2790	4822	1927	6981	6096	6125	4670	13047	18790	14562	8937	7492	11160	23531	10013	14515	11691	8067	2233	5712	8393	6033	4430	5086	4535	6990	2690	12351	9506	10624	11407	820	575	371	1159	1326	404	1060	307	779	640	817	364	-0.0291254582218955	0.110610018587004	0.217162599288826	0.0409647489592687	-0.139079579695892	0.139628646559269	0.298647159653935	0.0415138158226448	0.301518694069737
3372948	2L	3377055	7259	6475	3649	4877	9559	11421	14754	17435	13481	15163	15620	12756	3190	3244	2989	1768	2670	2901	4501	1671	5256	5176	5348	4850	2072	6148	1974	1840	1799	2278	3756	1789	2121	2122	1781	550	2294	3340	2206	1557	2001	1562	2709	991	4514	3335	3970	4264	544	221	407	729	264	406	887	272	558	381	590	335	-0.0893261438560907	-0.0560252263918004	0.0378279859572744	0.411722090364758	-0.454522553491564	-0.18793223335624	-0.107523384290617	-0.230732696483046	0.254556193001948
3372991	X	3387352	1883	1772	1863	2379	1677	2993	3501	4636	4533	4098	4493	4745	7479	6834	9963	3617	5860	6225	10196	4265	12978	13282	11220	8929	7880	15697	12903	8663	10269	12301	12904	7576	11306	11826	7519	2332	7559	12668	9099	8278	8407	8304	10692	5930	23478	17328	20587	20487	1737	1416	1020	2050	1018	1383	2223	829	1851	1672	1933	1405	0.0245146913060818	-0.459423373061747	-0.109618724239797	0.186781739580881	0.0578439232082517	-0.0746226460600489	-0.544527405995462	0.170003016729084	0.570448176066097
3376421	3L	3391376	2390	2530	2539	2996	2427	2677	4427	5304	4399	4247	5532	4985	10011	8767	11026	3510	8474	10394	13179	5394	19580	18188	18038	13071	1794	9565	2652	2119	2283	2002	3429	1860	2574	2659	3112	947	9022	15550	11719	9900	11499	11742	11791	5834	26403	19316	25758	26149	3506	1829	1917	3814	3084	2544	3588	1409	2718	2847	2615	1991	-0.0107206844802928	-0.0853520402016254	-0.131325911367294	-0.098248795241745	-0.181776454224164	-0.482593719041489	-0.227398636049213	-0.762618968507398	0.795800119882078
3377055	2L	3448544	6199	8605	8201	10315	9126	6915	9757	10997	9511	10107	15817	14396	19730	13478	15328	10496	16237	17862	22536	9854	33735	26046	32987	26399	7195	41937	9809	7618	10352	8587	14497	7257	9497	9651	12963	3791	13245	26073	14390	12681	15115	15066	17534	9750	37471	24006	42051	43516	15058	8703	7698	15310	11079	7979	16563	6494	12045	12819	11972	8354	0.000329549503460909	0.0943022107652015	-0.045372893248258	0.00725321236629904	-0.0275347529004218	-0.00105873868155219	0.0492588670204045	-0.0213402792156749	0.0536828044827844
3387352	X	3434342	2621	5051	5052	5270	3884	1672	2603	3027	3327	3153	6701	6258	24410	19381	27198	9901	14643	14742	26402	11290	36916	34777	27317	20266	4288	29622	6727	5424	6469	4340	7626	4553	5673	5887	8203	2531	19287	32447	22397	20991	20643	20592	25205	13985	58837	40600	52190	50504	13847	6315	7289	13599	8520	9574	14744	8136	11753	9049	12717	9044	-0.193580699462234	-0.462683440239853	-0.159495359110682	0.238493163735456	-0.17382609397737	-0.162733903157056	-0.815759498812768	-0.0980668333989704	0.821632925165588
3391587	3L	3456275	7455	8783	9112	10691	9389	10774	19043	21634	20779	22908	25674	22242	38687	32689	44059	14586	31516	34507	60257	26696	85381	88320	78848	61461	39874	78898	66621	38655	45273	55939	116378	48719	106740	63276	61460	17036	35414	61019	44799	39829	43514	44358	64361	30514	144601	105430	126404	122051	21756	10646	9741	17622	14956	13665	22257	7316	12278	12908	12299	8674	0.315772703795542	0.121975693393496	0.239222596659361	-0.223894553188757	-0.286339015803918	-0.73050201849539	0.676970993848399	-1.24073558748806	1.41340529381046
3434342	X	3440354	188	455	436	546	318	102	249	220	239	250	587	554	1842	1432	1857	617	1192	1361	2138	925	3418	2485	2780	1752	297	2358	598	480	761	353	634	406	464	431	785	226	1143	1841	1355	1007	1286	1364	1498	846	3353	2407	3615	3759	1416	831	698	1479	1575	1148	1459	816	1156	1151	1364	1032	-0.0704847725965209	-0.202856165617426	-0.0389693427072364	0.195298403388857	-0.0395664447670809	-0.279425699485358	-0.312310280921184	-0.123693740863582	0.335913460727455
3442199	X	3448997	645	583	701	692	263	250	700	1090	722	913	827	796	2288	2197	2426	1086	1305	1412	2937	1216	3388	3497	2578	2078	432	3026	601	569	567	368	762	407	564	608	843	251	1719	2522	1951	2105	1679	1708	2417	1429	5525	3884	4204	4197	964	614	764	1146	1014	979	1341	548	1116	1044	1316	1050	-0.10663162690896	-0.352610427980878	-0.0685306774161563	0.370877287548289	-0.0429081423961831	-0.0603576239995185	-0.527772732305994	0.267611521152588	0.591743173360992
3448544	2L	3452320	391	433	501	579	567	944	1267	911	815	857	1948	1867	1910	2077	1992	474	1468	1909	3017	1261	4664	3923	3991	2816	376	2222	549	372	436	529	669	521	521	704	780	219	1334	2436	1342	1096	1204	1379	1829	973	3881	2752	4153	4268	603	408	584	665	608	417	849	296	650	603	618	370	0.103406863034441	0.242333149902313	0.157317928267964	0.280065884355996	-0.292829068492873	-0.125280411041999	0.503057941204718	-0.138043595178876	0.521654412785935
3448997	X	3480874	937	2089	2516	2406	1938	952	1290	1414	1607	1578	3521	3289	10433	9199	10570	4464	8017	8387	13380	5697	18440	16064	15717	11127	1801	13306	2423	2383	4345	2687	4227	2380	2667	3004	4293	1286	8145	13266	9472	8155	9344	9138	10499	5523	23663	16288	22449	22704	7869	4204	4200	7812	5272	5026	8615	5082	6619	6020	6863	5073	-0.0247625664845569	-0.157453371073547	-0.147800292691942	0.337149613374474	-0.0897216382537098	-0.0941585165319367	-0.330016230250046	0.153269458588827	0.363871184850578
3452320	2L	3469980	22938	19384	14771	16364	29981	32871	46497	57546	46638	45413	43883	38816	12753	11220	11586	5315	8834	9109	16124	6125	22319	20435	19765	16316	19350	34306	22521	14466	13739	14816	37048	16029	19165	17212	10395	3395	18554	25441	18672	12160	14821	11682	22148	7414	33344	25092	30036	31079	3029	1361	1432	3227	3771	1434	3618	1113	2574	1907	2234	1345	-0.124808856542688	0.0214779807779006	0.163535034129428	-0.0411194447016989	-0.172347757816212	-0.0504961075811638	0.0602041583646403	-0.263963310099075	0.270741887713843
3456275	3L	3472012	6236	4850	5070	5968	9833	10524	13071	16284	14048	14030	16650	14160	9634	7690	9183	3773	7270	7760	12769	4980	18238	16619	16438	12926	3984	13523	6457	4253	4148	4629	9454	4543	7065	6111	5619	1828	7604	12425	7955	6231	7131	6684	10386	4606	20933	14957	20216	20323	2484	1611	1170	3350	3007	1312	3263	1060	2423	2099	2130	1446	0.0299162683876442	0.0620134807877951	0.118093954761328	0.132098235436073	-0.0478348646763621	0.0918804841436018	0.210023703936767	0.176143854903313	0.274110586872376
3470043	2L	3478667	726	911	1150	1298	1967	1418	1734	1984	2221	2414	2850	2799	8494	8391	11454	3095	7954	6845	11984	4988	17231	18909	13610	9905	1010	5619	1552	1245	1324	1079	2183	1178	1910	1586	1795	586	7570	12571	10431	8579	9164	8021	10868	4798	21146	15954	18740	19111	1600	961	758	1939	1201	884	1926	582	1370	1372	1231	955	0.0121838555721942	-0.19698965080933	-0.192016477004966	-0.038736886731486	-0.0496943892957847	-0.0313200850949253	-0.376822272242101	-0.119751361122196	0.395392733049457
3472012	3L	3515526	2332	3498	4373	5583	3806	2524	3534	3364	3398	3728	6947	6727	12920	9933	11145	7043	10017	11480	16933	7608	25547	20660	23219	18243	3977	24526	4975	4691	5837	4392	6960	4025	5814	6245	7895	2307	7766	14774	7912	6957	8154	8994	10935	6280	24899	16522	28211	28171	9097	5796	4390	9134	7309	5070	10539	4900	8328	8103	8654	6052	0.142000346615573	0.184413122941793	0.101037813833942	0.214965945007067	0.151323747536733	0.186417529549796	0.427451283391308	0.552707222093596	0.6987130119207
3480314	2L	3515154	7533	7929	6514	7718	10934	10274	13548	15435	13856	13923	16869	14433	14499	12585	13435	6167	11652	12542	18291	7825	28112	23255	25512	19121	4637	21867	6568	5469	5775	5236	8352	4408	5829	6139	7182	2269	9203	15554	9617	7619	9594	8569	11588	5353	22985	15558	25968	26370	9479	3918	3658	9621	7396	5453	9823	4090	7302	7240	7745	5608	-0.0336808851151009	0.0684711147934095	0.0310351299310729	-0.0335793572193569	0.0657532119700509	-0.0528957675010171	0.0658253596093815	-0.0207219127503231	0.0690099676549438
3480874	X	3485961	7108	6247	3874	4750	8040	9658	13717	17728	13741	14340	12664	11179	3968	4308	4458	1946	2924	2954	6196	2215	6593	7303	5594	5193	2869	5621	2300	1774	1987	1920	4372	2237	2884	2639	1675	514	3110	4846	3566	2715	3291	2692	3980	1696	7109	5467	6649	6511	489	471	272	644	339	330	824	300	584	447	620	368	-0.0202440142728083	-0.214262892157848	0.042093692014266	0.566983515414399	0.0682527741628366	0.211059980946532	-0.19241321441639	0.846296270523767	0.867894130977093
3485961	X	3573601	7980	8998	8936	10028	9786	8636	11927	14588	12920	12971	16662	15402	28639	23320	24205	11937	18469	19591	36130	15734	45829	43524	39107	29573	9112	41964	9983	9306	9460	7954	16072	8670	11373	11558	12679	3790	22140	35252	24392	22172	22531	21441	33206	15907	71239	51696	66051	62227	15696	9181	7401	14614	9581	9735	17596	7433	13769	13319	14845	10832	0.0246373602675071	0.0235340271315115	-0.000301218073616261	0.091735897947215	0.154651546296005	0.0558543905928224	0.0478701693254023	0.302241834836042	0.306009280637533
3515154	2L	3530383	7430	6776	5421	6055	9150	9077	13512	16750	13817	13590	13413	11971	8586	7060	7353	3374	6680	7118	10482	4300	16394	13552	14450	9738	5174	14690	6144	4544	5152	3682	8111	3998	5350	4932	4207	1249	6921	11268	7225	5116	6430	5414	8462	3493	15283	10584	16060	16352	2754	1551	1186	3174	3396	1521	3412	1164	2440	2262	2305	1526	-0.0733841602520795	0.159573998722224	-0.0526940500307507	0.0799688073493874	0.0451448153439857	-0.0252077282554457	0.0334957884393933	0.0999058944379274	0.105371512215679
3515526	3L	3617171	8850	11124	12086	13655	12026	9454	12804	14223	13235	14415	23498	21118	38059	30551	35369	15037	31205	35569	50950	21834	69893	60231	65639	53304	13718	71069	17217	16764	20120	20049	25577	16264	25028	24901	27745	8142	24072	48423	25782	24283	27984	30178	33958	21960	77949	53363	85828	85940	21921	12364	9583	22505	20607	12765	25396	10415	20021	19257	21204	14697	0.108259107344099	0.0146297390420144	-0.0106487125035715	0.116486694813518	0.195099307225202	0.140927698238026	0.112240133882542	0.452513700276747	0.466225800006954
3530383	2L	3618763	8379	10331	13050	15623	23054	14822	14511	19610	14865	10677	19233	18108	48616	39768	49350	17047	43531	43858	68707	26719	82517	65899	59444	35691	52167	110017	67096	44740	50216	51248	70690	35233	39323	36169	24590	7867	67734	112093	92194	73644	82650	70964	107931	42376	190138	143184	157432	152040	366263	91810	143133	213433	127797	214977	249336	173739	209476	192422	288929	203562	0.103414289415531	-0.279322059503615	-0.752131234200134	-0.192930755012601	-0.0542655642154511	-0.15223756782177	-0.928039004288218	-0.399433887049821	1.01034836744758
3573601	X	3672736	5927	7824	7993	9061	7541	5167	7622	9175	8693	8491	14303	12629	19510	14015	16493	10175	14437	14999	21559	9766	29153	25395	27498	22856	6610	43089	8836	7831	10056	7826	12682	7076	10164	11462	14172	4081	13262	22254	13272	13107	13258	13201	16776	9644	37486	23979	37969	38039	18710	8389	7071	16480	12121	10459	20128	7553	15139	12854	15002	10638	-0.0530236026736308	-0.138576561281748	-0.0689286665036577	-0.0572573097578199	0.146586119017541	-0.0539866891612535	-0.260528830459037	0.0353421200984671	0.2629150755537
3617171	3L	3768602	7587	12152	15063	17895	13109	5825	8888	8738	9800	9546	20826	20290	49641	38388	44325	21533	40968	44442	60209	27892	93976	76726	85867	60888	14747	88042	21712	18308	24408	20596	26617	15136	20627	21018	28992	8415	37803	71276	45989	41230	45978	46711	58400	28823	122726	82949	124850	126242	134692	43862	60212	94570	55065	86693	106081	62609	75980	71732	102117	72244	0.0499711932833413	0.0783508271751732	-0.0765641165122863	-0.136317803801709	-0.278479300854727	-0.339485055850073	0.0517579039462282	-0.754282160506509	0.756055856586849
3619195	2L	3632169	2490	2139	2383	2711	2773	2413	3868	5286	4543	4449	3980	3467	7528	6416	7880	2341	6073	6515	10336	4071	14398	13293	12266	8253	6146	12916	12043	7048	6779	6607	15249	6559	10860	8149	6081	1868	7141	11220	8183	6588	7648	6862	10059	4491	19389	13934	17518	17292	3852	2865	1657	3099	2260	2256	3794	1240	2624	2634	3048	2200	0.0421377660958197	-0.0487147500793108	-0.157590069037156	-0.2797061682988	-0.0129719580577806	-0.128279203257141	-0.164167053020648	-0.420957329613721	0.451836136949004
3635069	2L	3648556	705	1191	1551	1594	1041	422	690	686	822	880	1749	1795	4226	3608	3601	2209	3603	3707	5543	2290	8479	6531	7168	4762	1427	7730	1616	2036	1741	1981	2863	1532	2458	2419	2768	835	2967	5571	3313	3170	3608	3911	4185	2450	9402	6669	10535	10300	4888	2127	2160	3930	2169	2906	4735	2185	3553	3612	4049	3080	0.00868460002145242	0.190248362717549	-0.157844940776053	-0.0512331097584018	0.0692141690990295	-0.0436893561925127	0.0410880219629489	-0.0257082968518849	0.0484679489544627
3648556	2L	3657777	1459	1929	1910	2084	2275	2754	2549	3321	3402	3783	4945	4597	4533	3955	5215	2130	3621	2870	5129	2131	6854	6830	5299	4997	1552	8710	2807	1733	2512	2315	2879	1573	3142	2493	3139	1023	3417	6042	3846	4015	3898	3660	5161	2729	11235	7739	9346	9100	2576	1000	1064	2498	1754	1372	2897	1222	2434	1824	2696	1686	-0.215910623631163	-0.467045037539077	-0.171954009455713	0.0908432974355379	0.152619873770069	0.310043380656411	-0.854909670625953	0.553506551862018	1.01844982590403
3657777	2L	3712344	5118	6716	6913	7687	6018	4046	6864	7980	7156	6048	9843	9232	17608	14685	15630	9751	13401	14056	20958	9220	32767	25245	27361	18447	4452	30862	7898	5757	7882	5080	8872	5277	6211	6781	8997	2572	15975	29456	19263	18100	18044	17914	22899	11595	46313	32627	45163	43055	65154	22649	33884	47993	24805	48026	54427	34019	41273	44695	54389	38530	-0.0685716440056517	0.0227323647934317	-0.12448375446765	0.000621495492249178	-0.166001355863025	-0.395282504680824	-0.17032303367987	-0.560662365051599	0.585962646750769
3672736	X	3696105	1214	1662	2254	2577	2263	3414	3400	2706	3228	3575	8025	5963	9312	6620	10311	4315	9268	9225	12950	5494	15830	16762	16229	14253	2942	13371	3675	3289	4042	4984	4737	2696	5360	4465	5900	1724	12089	21719	17862	15977	17215	15889	18237	10035	43178	32039	34770	34079	4818	1983	1840	3885	2545	2471	3826	1468	3521	2912	3622	2429	0.236367931222885	-0.195882961462	-0.118239455787083	-0.480851551460963	0.0377792726155505	-0.0640631648685419	-0.0777544860261982	-0.507135443713954	0.513061515189112
