"IC_1"	"IC_2"	"VC_1"	"VC_2"
386.652397113461	473.195524488333	368.545035522471	374.868720838343
368.738000336003	503.130034553288	349.013847003999	407.000325481629
432.184822256165	447.86632366414	354.95812177049	396.289790600534
732.250968278581	858.89017340218	703.971968774489	771.158511438877
834.512316549901	940.634412425712	720.106428854966	816.678284683533
727.772369084216	877.887074020325	749.827802687423	797.934848641616
759.122563444767	883.643710571278	736.240888935442	835.42172072545
858.398178919845	1187.0184568065	1039.39890202651	1103.18509275284
792.7120574025	861.192828022562	764.263898548902	846.132255606546
837.498049346144	1146.14633729473	1029.20871671252	1146.02723227722
1733.96432141809	2079.8727858593	1302.64535597113	1298.65235433283
2998.42216062697	3402.74786526829	2533.95941474436	2249.21232503006
1773.52528096831	2049.93827579435	1311.13717706612	1250.4549473679
1760.08948338521	2089.08340434083	1240.65506197772	1309.36288921393
1770.53954817206	2052.24093041473	1325.5732729276	1322.7510578153
1696.64266146505	2125.35021461183	1246.59933674421	1234.38914504626
1737.69648741339	2112.10995054464	1349.35037199356	1274.55365085037
1709.33202584908	2077.57013123892	1255.9403399487	1295.97472061256
2994.68999463167	3293.94743445528	2383.65418136308	2358.99530756129
2122.10958492967	1972.22368235648	1530.2261613168	1397.72480198296
2040.00193303299	1926.74625360395	1452.95058935241	1555.70519147912
2028.05900184802	1965.31571849534	1401.99966278249	1577.12626124131
2063.88779540293	2001.58252876634	1520.88515811232	1456.63274382899
2084.04149177757	1965.89138215043	1521.73434022181	1678.87634261172
2060.90206260669	1901.41705277976	1469.08504943289	1579.80389496159
2093.74512336536	1961.86173656477	1528.5277970978	1494.11961591282
2074.33786018978	1940.56218132624	1534.4720718643	1440.56694150735
364.259401141638	402.388894911611	309.951469967055	318.638412712592
899.452004868185	813.412744649652	676.798141270528	559.625447537241
875.566142498242	842.771591059512	653.021042204562	709.572935872578
873.32684290106	834.136636233083	626.6963968101	599.789953341349
889.001940081335	1060.94811634063	794.834454490858	749.737441676686
844.215948137691	833.560972577987	664.060409628046	543.559645215597
833.765883350841	893.429992707898	692.083419241506	613.178121942718
867.355377308574	913.002556981138	658.116134861555	656.0202614671
841.230215341448	889.400347122231	729.447432059452	605.145220781896
818.837219369626	909.548575050566	698.027694007997	645.309726586005
845.708814535812	932.575121254378	653.870224314061	591.757052180527
851.680280128298	901.489283879232	639.434128452581	581.046517299432
830.780150554598	1072.46138944253	788.890179724367	771.158511438877
868.848243706695	866.949464573515	646.227585328572	680.118964949565
828.540850957415	925.667157393235	626.6963968101	586.401784739979
830.033717355537	884.219374226373	647.076767438071	672.086063788743
873.32684290106	851.982209541037	618.204575715112	575.691249858884
876.312575697302	913.002556981138	613.109483058119	605.145220781896
826.301551360233	877.31141036523	692.932601351005	763.125610278055
833.765883350841	955.026003803095	857.673930593768	752.41507539696
865.116077711391	908.397247740376	860.221476922264	773.836145159151
829.287284156476	934.877775874759	817.762371447325	859.520424207915
821.822952165869	882.492383261088	619.90293993411	626.566290544087
852.426713327359	1025.83263337982	685.289962365516	540.882011495323
4672.6718261202	5228.75297923057	3753.38492398461	3946.8321036837
4321.10178936259	4303.08582183733	3350.87260408219	3400.59482474783
4678.64329171268	6028.34979615793	4186.46779982899	3995.02951064863
4668.19322692583	5309.34589094391	3796.69321156905	3687.10163281713
4547.271048678	5262.71713488119	3830.660495949	3593.38445260754
4022.5285097383	4062.4584140075	3355.11851462968	3593.38445260754
3879.21333551864	4201.19335488546	3299.07249540276	3384.52902242618
4039.6964733167	4235.73317419118	3350.02342197269	3266.71313873413
3982.22111698902	4167.80486288994	3241.32811195684	3389.88428986673
4077.76456646879	4057.85310476674	3207.36082757689	3349.71978406262
4747.31514602627	6072.67589760027	4048.05111598069	3938.79920252288
4374.0985464959	4190.83140909375	3359.36442517717	3413.98299334919
4258.40140064149	4248.97343825837	3325.39714079722	3341.6868829018
4748.80801242439	5986.32634933597	4258.64827913638	3764.75301070507
4506.96365592872	4250.12476556856	3340.6824187682	3480.92383635604
4266.61216583116	4129.81106165365	3220.94774132887	3427.37116195056
4385.29504448182	4134.41637089441	3354.26933252018	3242.61443525167
4418.88453843955	4203.49600950584	3193.77391382491	3547.86467936289
4245.71203625746	4313.44776762905	3229.43956242386	3293.48947593687
4348.71981772784	4208.6769824017	3347.47587564419	3467.53566775467
4330.80542095038	4209.2526460568	3226.04283398587	3277.42367361523
4702.52915408263	5877.52591852296	3945.30008073133	3858.47019091466
4978.7094377351	6639.12893421404	5313.33245913387	4790.28672556997
4236.75483786873	4638.12206910279	3834.90640649649	3542.50941192234
4196.44744511945	4220.7659191587	3279.54130688429	3408.62772590865
3270.12384508508	2509.89353621549	2005.76814263612	2048.38979600952
4290.4980282011	4799.30789252948	3496.93192691598	3237.25916781112
4389.02721047712	4254.73007480933	3335.58732611121	3202.44992944756
4343.49478533441	4320.93139514529	3242.17729406634	3309.55527825851
1810.84694092134	3009.5695888382	1685.62648735508	1877.02123791199
1761.58234978333	3100.52444634326	1838.47926706486	1796.69222630377
1749.63941859836	3134.48860199388	1835.93172073636	1871.66597047144
1780.24317975985	3060.22799048659	1846.97108815985	1694.94214493336
1768.30024857488	3085.55719131078	1841.02681339336	1729.75138329693
4265.11929943304	4839.02868473105	3417.95799073259	3665.68056305494
4380.81644528745	4167.22919923484	3181.03618218243	3178.35122596509
4161.3650847636	4058.42876842183	3260.01011836582	3250.64733641249
4314.38389057105	4788.37028308267	3619.2141506838	3231.90390037057
3823.97727878814	2645.75015881798	2422.71655840002	2476.81119125334
3766.50192246047	2647.47714978326	2428.66083316651	2543.75203426018
3929.97079305477	2696.98422412146	2528.86432208737	2752.60746444155
921.845000840007	1574.44009668563	1142.14993727586	886.296761410654
868.101810507634	1551.98921413692	1045.343176793	824.711185844355
908.409203256914	1538.74895006972	1065.72354742097	915.750732333666
921.845000840007	1206.59102107974	970.615151157106	961.270505578322
138.836575025297	329.855274369604	304.856377310062	278.473906908483
189.594032561427	396.056594705563	357.505668098986	342.737116195056
100.768481873199	206.663252179211	257.30217917813	254.375203426018
333.655639980148	521.551271516337	405.909048340417	433.776662684368
311.262644008326	211.844225075069	286.174370901089	278.473906908483
148.540206613086	149.096886669681	157.098690257274	166.01329065698
174.665368580212	225.660152797356	267.492364492116	232.954133663827
256.026587277832	427.718095735804	425.440236858889	334.704215034235
400.088194696554	319.493328577889	366.846671303473	396.289790600534
131.372243034689	122.616358535298	143.511776505294	123.171151132598
634.468219201624	422.537122839947	444.971425377361	481.974069649298
132.11867623375	94.4088394356284	167.28887557126	101.750081370407
417.256158274951	628.049047708967	510.358447808767	508.750406852037
23.1394291708828	105.346448882439	163.042965023766	141.914587174516
198.551230950155	122.616358535298	143.511776505294	171.368558097528
531.460437731243	503.705698208383	423.741872639891	556.947813816967
429.199089459922	546.88047234053	559.611010159696	463.230633607381
199.297664149216	392.602612774991	277.682549806101	246.342302265197
198.551230950155	187.666351561066	186.820064089732	198.144895300267
196.311931352973	89.803530194866	106.147763687348	85.6842790487641
342.612838368877	284.953509272171	291.269463558082	208.855430181362
387.398830312521	419.65880456447	266.643182382617	307.927877831496
120.922178247839	215.29820700564	254.754632849634	203.500162740815
158.990271399936	164.639805357254	319.292473171541	289.184441789579
120.175745048778	168.093787287826	201.256159951211	192.789627859719
175.411801779273	113.405740053773	146.908504943289	107.105348810955
841.976648540509	746.060097003503	529.889636327239	613.178121942718
320.219842397055	287.831827547648	205.502070498705	224.921232503006
124.654344243143	126.07034046587	155.400326038277	120.493517412325
594.160826452345	581.995955301343	515.45354046576	417.710860362725
526.981838536879	433.474732286757	309.102287857556	299.894976670674
217.212060926674	84.6225572990084	110.393674234841	107.105348810955
170.186769385847	158.307505151206	139.2658659578	163.335656936707
170.933202584908	104.195121572248	102.751035249352	123.171151132598
148.540206613086	193.422988112019	180.87578932324	192.789627859719
88.8255506882274	135.280958947394	90.8624857163695	128.526418573146
187.354732964244	192.847324456924	158.797054476272	160.658023216433
232.140724907888	341.944211126605	300.610466762568	275.796273188209
123.161477845021	194.57431542221	196.161067294218	203.500162740815
132.865109432811	78.2902570929601	139.2658659578	149.947488335337
207.508429338884	261.926963068359	316.744926843045	254.375203426018
209.747728936066	281.499527341599	242.016901207152	227.59886622328
321.712708795177	265.956608654026	236.92180855016	243.664668544923
330.669907183905	359.789784434559	332.030204814023	337.381848754509
602.371591642013	550.334454271102	579.991380787667	449.842465006012
231.394291708828	324.098637818651	405.059866230918	342.737116195056
296.333980027112	173.850423838779	197.859431513216	257.052837146292
352.316469956667	293.588464098601	292.967827777079	323.993680153139
104.500647868503	289.558818512933	315.895744733546	281.151540628757
240.351490097557	306.828728165792	345.617118566004	232.954133663827
532.953304129364	277.469881755932	253.905450740135	254.375203426018
229.901425310706	253.867671897025	217.390620031688	174.046191817802
199.297664149216	225.08448914226	237.770990659658	259.730470866566
537.431903323729	464.560569661903	498.469898275784	498.039871970941
358.287935549153	196.301306387496	207.200434717702	235.631767384101
114.950712655353	88.0765392295802	100.203488920856	112.460616251503
70.9111539107698	104.195121572248	119.734677439328	139.236953454242
70.1647207117091	113.981403708868	112.941220563338	163.335656936707
523.996105740636	503.705698208383	447.518971705857	337.381848754509
64.1932551192232	97.2871577111049	142.662594395795	64.2632092865731
213.47989493137	266.532272309122	242.016901207152	345.41474991533
138.836575025297	145.64290473911	164.741329242763	174.046191817802
403.820360691857	249.838026311358	411.00414099741	490.00697081012
102.261348271321	259.624308447978	141.813412286296	125.848784852872
155.258105404633	519.824280551052	495.922351947288	538.204377775049
53.7431903323729	160.034496116492	159.646236585771	163.335656936707
426.95978986274	310.858373751459	244.564447535649	267.763372027388
592.667960054223	854.284864161418	789.739361833866	768.480877718603
379.934498321914	482.406142969857	427.987783187385	415.033226642451
336.641372776391	272.86457251517	294.666191996077	313.283145272044
167.201036589605	99.5898123314861	107.846127906345	104.427715090681
247.069388889103	188.242015216162	180.026607213741	176.723825538076
410.538259483404	439.23136883771	402.512319902422	463.230633607381
536.685470124668	464.560569661903	284.476006682091	369.513453397795
116.443579053475	123.192022190393	129.075680643815	152.625122055611
51.5038907351907	84.0468936439131	117.187131110832	144.592220894789
389.638129909703	594.66055571344	474.692799209818	455.197732446559
224.676392917281	166.36679632254	156.249508147776	227.59886622328
145.554473816843	117.43538563944	113.790402672837	187.434360419171
167.947469788665	230.265462038118	208.8987989367	211.533063901636
345.59857116512	413.902168013517	371.092581850967	358.8029185167
139.583008224357	174.426087493874	164.741329242763	227.59886622328
1047.99221148127	1226.73924900807	823.706646213817	875.586226529558
370.977299933185	594.084892058345	444.971425377361	372.191087118069
151.525939409329	169.245114598017	120.583859548827	147.269854615063
69.4182875126483	83.4712299888178	137.567501738802	115.138249971777
764.347595838192	1107.57687240335	884.847758097729	913.073098613393
952.448762001497	786.932216515268	612.260300948621	664.053162627922
693.436441927422	560.120736407722	431.38451162538	481.974069649298
930.802199228736	619.414092882538	554.515917502703	599.789953341349
566.542798087098	413.326504358422	368.545035522471	281.151540628757
593.414393253284	695.977359010212	505.263355151774	514.105674292585
555.346300101187	575.0879914402	461.105885457838	519.460941733132
523.249672541575	557.818081787341	515.45354046576	495.362238250667
438.156287848651	409.296858772755	377.036856617458	342.737116195056
650.1433163819	885.370701536564	740.486799482936	704.21766843203
647.157583585657	707.490632112118	587.634019773156	559.625447537241
600.132292044831	646.470284672017	550.27000695521	500.717505691215
133.611542631871	85.1982209541037	122.282223767824	104.427715090681
302.305445619598	314.312355682031	331.181022704524	348.092383635604
230.647858509767	290.134482168029	427.987783187385	455.197732446559
396.35602870125	520.399944206147	423.741872639891	417.710860362725
173.17250218209	158.307505151206	119.734677439328	117.815883692051
340.373538771695	283.802181961981	239.469354878656	246.342302265197
264.2373524675	246.384044380786	233.525080112165	179.40145925835
76.1361863041949	78.2902570929601	132.47240908181	115.138249971777
309.769777610205	364.395093675322	279.380914025099	313.283145272044
367.245133937881	554.364099856769	504.414173042275	519.460941733132
343.359271567938	496.79773434724	465.351796005332	473.941168488476
107.486380664746	233.143780313595	212.295527374695	206.177796461089
685.972109936815	874.433092089753	688.686690803511	709.572935872578
653.129049178143	787.507880170364	644.529221109574	747.059807956412
128.386510238446	347.700847677558	310.800652076554	246.342302265197
423.974057066497	318.342001267698	264.095636054121	275.796273188209
426.213356663679	304.526073545411	309.102287857556	326.671313873413
218.704927324795	351.15482960813	306.55474152906	318.638412712592
259.758753273136	238.324753209452	172.383968228252	182.079092978624
474.731514602627	424.839777460328	389.77458825994	412.355592922177
900.944871266307	701.733995561165	531.588000546236	637.276825425183
1503.31646290832	1089.1556354403	976.559425923597	819.355918403807
326.937741188602	290.710145823124	296.364556215074	254.375203426018
956.180927996801	799.596816927365	769.358991205895	728.316371914495
376.20233232661	297.042446029172	278.5317319156	299.894976670674
194.819064954852	90.9548575050566	143.511776505294	85.6842790487641
273.194550856229	273.440236170265	229.279169564671	326.671313873413
233.63359130601	121.465031225107	113.790402672837	104.427715090681
425.466923464619	231.992453003404	194.462703075221	251.697569705745
197.804797751095	162.912814391969	140.115048067299	187.434360419171
108.232813863807	103.043794262058	126.528134315318	123.171151132598
213.47989493137	91.5305211601519	105.298581577849	125.848784852872
253.78728768065	280.348200031409	213.993891593693	278.473906908483
261.251619671257	245.232717070596	273.436639258607	348.092383635604
217.212060926674	170.396441908207	197.010249403717	219.565965062458
140.329441423418	98.4384850212955	94.2592141543646	99.0724476501335
378.441631923792	491.041097796287	365.148307084475	353.447651076152
507.5745753613	496.222070692144	380.433585055454	358.8029185167
501.603109768814	687.918067838878	600.371751415638	621.21102310354
169.440336186787	176.728742114256	136.718319629304	168.690924377254
341.119971970756	529.034899032576	488.279712961799	535.526744054776
111.96497985911	78.2902570929601	104.44939946835	125.848784852872
524.742538939696	622.868074813109	385.528677712446	481.974069649298
174.665368580212	234.87077127888	124.829770096321	133.881686013694
147.793773414025	142.188922808538	180.87578932324	157.980389496159
285.883915240261	377.059694087418	397.417227245429	369.513453397795
450.845652232684	232.568116658499	152.85277970978	214.21069762191
774.051227425982	753.543724519741	705.670332993486	714.928203313125
363.512967942578	236.597762244166	187.66924619923	179.40145925835
427.706223061801	571.058345854533	583.388109225662	487.329337089846
126.147210641264	355.184475193797	233.525080112165	230.276499943554
103.754214669442	82.3199026786272	76.4263898548902	56.2303081257514
168.693902987726	246.384044380786	210.597163155697	240.987034824649
253.040854481589	206.663252179211	245.413629645147	238.309401104375
115.697145854414	158.883168806301	152.003597600282	160.658023216433
268.715951661864	175.00175114897	177.479060885245	190.111994139445
149.286639812147	235.446434933976	416.099233654402	441.80956384519
61.953955522041	88.6522028846755	169.836421899756	192.789627859719
132.865109432811	217.600861626022	458.558339129341	452.520098726285
381.427364720035	285.529172927266	240.318536988155	262.40810458684
264.983785666561	324.674301473746	395.718863026432	356.125284796426
52.2503239342514	205.51192486902	168.987239790257	211.533063901636
137.343708627175	118.586712949631	118.03631322033	115.138249971777
183.622566968941	125.494676810774	117.187131110832	144.592220894789
111.96497985911	123.767685845488	151.154415490783	160.658023216433
21.6465627727613	66.2013203359589	152.003597600282	152.625122055611
237.365757301314	194.57431542221	203.803706279707	157.980389496159
414.270425478708	255.594662862311	203.803706279707	273.118639467936
376.948765525671	389.14863084442	414.400869435405	407.000325481629
209.747728936066	210.692897764878	217.390620031688	155.302755775885
513.546040953785	548.031799650721	584.237291335161	500.717505691215
211.240595334188	447.290660009044	484.882984523803	447.164831285738
178.397534575516	360.94111174475	259.000543397128	240.987034824649
259.012320074075	156.58051418592	222.48571268868	184.756726698898
128.386510238446	193.422988112019	204.652888389206	216.888331342184
91.0648502854096	107.64910350282	128.226498534316	203.500162740815
791.219191004379	857.163182436895	632.640671576591	685.474232390113
420.988324270254	287.256163892552	274.285821368106	235.631767384101
347.091437563242	306.253064510697	275.984185587104	254.375203426018
761.361863041949	646.470284672017	852.578837936775	741.704540515864
738.968867070127	636.108338880301	830.500103089807	739.02690679559
150.033073011208	138.159277222871	91.7116678258683	115.138249971777
583.710761665494	801.899471547746	794.834454490858	763.125610278055
636.707518798807	667.194176255447	641.132492671579	575.691249858884
562.810632091794	491.616761451382	456.010792800845	404.322691761356
600.878725243891	472.044197178142	378.735220836456	350.770017355878
156.004538603694	177.304405769351	259.000543397128	254.375203426018
118.682878650657	94.4088394356284	148.606869162287	125.848784852872
200.790530547338	493.343752416668	421.194326311395	377.546354558617
193.32619855673	166.942459977636	138.416683848301	182.079092978624
497.87094377351	583.147282611534	578.293016568669	508.750406852037
497.87094377351	573.936664130009	561.309374378694	492.684604530394
131.372243034689	100.165475986581	86.6165751688756	104.427715090681
256.026587277832	150.248213979872	207.200434717702	230.276499943554
643.425417590353	556.66675447715	537.532275312728	647.987360306279
250.055121685346	313.736692026936	313.34819840505	374.868720838343
218.704927324795	191.120333491638	213.144709484194	240.987034824649
562.810632091794	413.902168013517	456.010792800845	345.41474991533
561.317765693672	671.223821841114	628.394761029097	674.763697509017
363.512967942578	449.01765097433	350.712211222996	337.381848754509
105.993514266624	104.195121572248	131.623226972311	176.723825538076
222.437093320099	137.00794991268	155.400326038277	176.723825538076
361.273668345396	408.72119511766	351.561393332495	382.901621999165
159.736704598997	204.936261213925	186.820064089732	208.855430181362
259.012320074075	320.068992232984	304.856377310062	313.283145272044
114.950712655353	182.485378665209	132.47240908181	133.881686013694
129.132943437507	89.2278665397708	89.1641214973719	72.2961104473947
